Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,CRISTA CRITTENDEN,PSY,85340,RSCH MTHDS SOC PSY,W,Lect,8,9,89%,8,4.88,5,5,4.88,5,5,4.88,4.88,4.88
Fall,2016,ROBERT KRAUT,PSY,85341,ORGNZTNL COMMUNCATN,A,Lect,3,4,75%,9,4,4.67,4.33,4.33,4.67,4.67,5,4.33,4.67
Fall,2016,DAVID PLAUT,PSY,85345,MEANING MIND & BRAIN,A,Lect,1,4,25%,8,5,5,5,5,5,5,5,5,5
Spring,2016,CHANTE BOYD,PSY,85350,PSYCHLGY PREJUDICE,A,Lect,15,28,54%,6.2,4.6,4.47,4.53,4.13,4.73,4.73,4.8,4.67,4.53
Fall,2016,MICHAEL SCHEIER,PSY,85351,PERSONALITY AND HEAL,A,Lect,5,7,71%,8.6,4.8,4.6,4.6,4.8,4.8,4.6,4.8,4.6,4.6
Spring,2016,JOHN CRESWELL,PSY,85353,MINDFULNESS SCI PRAC,A,Lect,14,15,93%,7.79,4.71,4.57,4.57,4.21,4.71,4.71,4.64,4.64,4.43
Fall,2016,BROOKE FEENEY,PSY,85358,PRO SOCIAL BEHAVIOR,A,Lect,9,12,75%,7.33,4.67,4.56,4.78,4.67,4.78,4.67,4.78,4.78,4.44
Spring,2016,"RANDALL, R. (co-taught)",PSY,85359,INTRO MUSIC COG RES,A,Lect,4,9,44%,8.75,4,4,4,3.75,3.75,4,4.5,4,4
Spring,2016,"HELLER, L. (co-taught)",PSY,85359,INTRO MUSIC COG RES,A,Lect,4,9,44%,8.75,4.75,4.75,4.75,5,4.5,4.25,5,4.5,4.25
Spring,2016,KASEY CRESWELL,PSY,85362,SEMINAR ON ADDICTION,A,Lect,12,12,100%,9,4.83,4.83,4.75,4.5,4.83,4.5,4.83,4.67,4.58
Fall,2016,ROBERTA KLATZKY,PSY,85370,PERCEPTION,A,Lect,9,11,82%,11.11,4,3.89,4,4,4.33,4,4.11,4,4
Spring,2016,BRIAN MACWHINNEY,PSY,85375,CROSSCULTURAL PSYCH,A,Lect,9,19,47%,6.67,4.67,3.78,3.78,3.89,4.11,3.78,4.44,4,4
Fall,2016,CHANTE BOYD,PSY,85377,ATTITUDES PERSUASION,A,Lect,11,26,42%,6.36,4.91,4.64,4.73,4.64,4.91,4.73,4.82,4.82,4.73
Fall,2016,LYNNE REDER,PSY,85390,HUMAN MEMORY,A,Lect,7,9,78%,7.14,4.71,3.57,4,4.14,4.71,4.29,4.71,4.29,4.43
Fall,2016,CRISTA CRITTENDEN,PSY,85391,PSYCHOLOGY OF SLEEP,W,Lect,12,19,63%,7.5,4.92,4.83,4.75,4.92,4.75,4.92,5,4.92,4.92
Spring,2016,ROBERTA KLATZKY,PSY,85395,APPLCTNS COG SCIENCE,A,Lect,8,10,80%,7.63,4.63,4.38,4.75,4.5,4.88,4.88,4.5,4.5,4.38
Fall,2016,MARCEL JUST,PSY,85406,AUTISM: PSYCH PERSPC,A,Lect,13,14,93%,7.77,4.31,4,4.38,4.23,4.77,4.69,4.31,4.31,4.54
Spring,2016,JOHN ANDERSON,PSY,85412,COGNITIVE MODELING,A,Lect,5,8,62%,8,4,4.4,4,4,4.4,4.6,4.6,4.2,4.4
Spring,2016,MARLENE BEHRMANN,PSY,85414,CGNTV NEUROPSYCH,A,Lect,16,24,67%,7.63,4.81,4.13,4.25,4.38,4.88,4.81,4.88,4.81,4.8
Fall,2016,MARLENE BEHRMANN,PSY,85414,CGNTV NEUROPSYCH,A,Lect,14,19,74%,7.36,4.79,4.5,4.64,3.86,4.79,4.79,4.93,4.79,4.71
Fall,2016,ROBERT SIEGLER,PSY,85418,CONTRIB PSYCH RES ED,A,Lect,4,5,80%,5.75,4,4.25,4,3.75,4.25,4.25,4.25,4,3.75
Spring,2016,DAVID PLAUT,PSY,85419,INTRO PAR DISTR PROC,A,Lect,10,21,48%,8.3,3.8,3.7,3.6,3.6,3.9,3.8,4.3,4,3.8
Spring,2016,ROBERT SIEGLER,PSY,85423,COGNITIVE DEVELPMNT,A,Lect,7,10,70%,8.43,4.71,4.43,4.43,4,4.86,4.57,5,4.43,4.57
Spring,2016,BETH CHRISTIANO,PSY,85425,CHLD PSYCHPTHLGY TRT,A,Lect,11,20,55%,5.55,3.64,3.36,3.36,2.36,3.91,3.45,4,3.18,3.27
Spring,2016,CHARLES KEMP,PSY,85426,LEARNING HMN MACHINE,A,Lect,4,10,40%,6.5,4.75,5,4.5,4.5,4.75,5,4.75,4.75,4.75
Spring,2016,MARCEL JUST,PSY,85429,COGN BRAIN IMAGING,A,Lect,12,14,86%,6,4.33,4,4.08,3.75,4.5,4.33,4.5,4.08,4.25
Fall,2016,SHARON CARVER,PSY,85438,ED GOALS INST ASSESS,A,Lect,3,4,75%,9.5,4.67,4,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Fall,2016,SHELDON COHEN,PSY,85442,HEALTH PSYCHOLOGY,A,Lect,5,8,62%,8.75,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Spring,2016,SHELDON COHEN,PSY,85443,SOCL FCTRS WELL BENG,A,Lect,6,9,67%,8,4.33,4.67,4.5,4.67,4.5,4.5,4.67,4.5,4.67
Fall,2016,VICKI HELGESON,PSY,85446,PSYCHOLOGY OF GENDER,A,Lect,16,16,100%,6.69,4.81,4.75,4.81,4.47,4.94,4.88,4.81,4.88,4.75
Spring,2016,JOYCE OATES,PSY,85470,FACE PERCP,W,Lect,12,19,63%,7,3.75,4.08,3.92,3.67,3.83,3.58,4.58,3.33,3.5
Spring,2016,BETH CHRISTIANO,PSY,85480,INTRN CLINICAL PSY,A,Lect,4,8,50%,5.75,4.75,4.67,5,4.33,4.67,4.67,5,4.75,4.75
Fall,2016,BETH CHRISTIANO,PSY,85480,INTRN CLINICAL PSY,A,Lect,4,6,67%,6.5,4.5,4.25,4.25,4.5,4.5,4.5,4.5,4.25,4.25
Fall,2016,NICK WILLIAMS,PSY,85481,SEM IN INTERVENTION,A,Lect,4,5,80%,5.75,4.75,4.5,4.75,4.5,4.75,5,5,5,5
Fall,2016,SHARON CARVER,PSY,85484,PRACTM CHLD DEVLPMNT,A,Lect,4,6,67%,8.75,4.75,5,4.5,4.5,4.75,5,4.5,4.75,4.75
Spring,2016,BROOKE FEENEY,PSY,85705,GR CORE CRS: SOCIAL,A,Lect,7,9,78%,6.71,4.71,4.86,4.71,4.29,4.57,4.86,5,4.57,4.57
Fall,2016,BRIAN MACWHINNEY,PSY,85706,GR CORE COG PSY,A,Lect,7,12,58%,8.86,4.29,3.71,3.43,3.57,4,3.57,4.86,3.71,3.57
Fall,2016,MARLENE BEHRMANN,PSY,85714,CGNTV NEUROPSYCH,A,Lect,2,2,100%,8,5,4,4,5,5,5,5,5,5
Spring,2016,"KOTOVSKY, K. (co-taught)",PSY,85716,RESEARCH PRESENTATN,A,Lect,3,5,60%,2,5,5,5,5,5,5,5,5,4.67
Spring,2016,"SCHEIER, M. (co-taught)",PSY,85716,RESEARCH PRESENTATN,A,Lect,3,5,60%,2,5,5,5,5,5,5,5,5,5
Spring,2016,DAVID PLAUT,PSY,85719,INTRO PAR DISTR PROC,A,Lect,11,18,61%,8.9,4.64,4.82,4.64,4.6,4.64,4.73,4.9,4.82,4.55
Spring,2016,MARCEL JUST,PSY,85729,COG BRAIN IMAGING,A,Lect,2,2,100%,5,4,3.5,3.5,3.5,5,4.5,4,4,4
Fall,2016,TIMOTHY VERSTYNEN,PSY,85732,DATA SCI APP PSYCH,A,Lect,13,21,62%,11.54,4.31,4.31,4.15,3.77,4.31,4,4.77,3.92,3.69
Spring,2016,DAVID KLAHR,PSY,85736,SCI RESRCH EDUCATION,A,Lect,5,7,71%,8.6,4.6,4.6,4.6,4.2,4.8,4.4,4.8,4.8,4.8
Fall,2016,SHARON CARVER,PSY,85738,ED GOALS INST ASSESS,A,Lect,18,19,95%,12.47,4.89,4,4.33,4.61,4.5,4.22,4.67,4.44,4
Spring,2016,SHELDON COHEN,PSY,85743,SOC FACTRS WELL BENG,A,Lect,2,2,100%,9.5,4,5,4.5,5,4.5,4,5,4,4.5
Fall,2016,DAVID PLAUT,PSY,85745,MEANING MIND & BRAIN,A,Lect,1,2,50%,14,5,5,5,5,5,5,5,5,5
Fall,2016,VICKI HELGESON,PSY,85746,PSYCHOLOGY OF GENDER,A,Lect,2,2,100%,5,5,5,5,4.5,5,5,5,5,5
Spring,2016,JOHN CRESWELL,PSY,85753,MINDFULNESS SCI PRAC,A,Lect,2,2,100%,11,5,4.5,4.5,5,5,4.5,5,4.5,5
Spring,2016,KASEY CRESWELL,PSY,85762,SEMINAR ON ADDICTION,A,Lect,2,2,100%,8,4,5,5,4,4.5,4.5,4,4.5,4.5
Fall,2016,CARL OLSON,PSY,85765,COGNITIVE NEUROSCI,A,Lect,5,11,45%,8,4.2,4.8,4.4,3,4.8,5,4.8,4.8,4.4
Spring,2016,ROBERTA KLATZKY,PSY,85795,APPLCTNS COG SCIENCE,A,Lect,1,2,50%,11,4,4,4,3,4,4,5,4,4
Fall,2016,JULIE DOWNS,SDS,88120,REASN PASSN & COGNTN,A,Lect,61,103,59%,6.52,4.56,4.61,4.54,4.1,4.69,4.52,4.78,4.45,4.36
Fall,2016,PAUL FISCHBECK,SDS,88125,FRSEM FORECAST UNCER,A,Lect,11,15,73%,3.91,4.18,3.18,3.55,3.82,4.45,3.91,4.73,4,3.91
Spring,2016,JOHN MILLER,SDS,88126,MODELING COMPLEX SYS,A,Lect,8,13,62%,6.13,4.88,4.75,4.75,4.75,4.88,5,5,4.88,4.75
Fall,2016,JOHN MILLER,SDS,88126,MODELING COMPLEX SYS,A,Lect,9,15,60%,6.67,5,4.89,4.78,4.89,5,4.56,5,4.89,5
Spring,2016,GEORGE LOEWENSTEIN,SDS,88198,RESEARCH TRAING SDS,R,Lect,1,2,50%,8,3,3,3,3,3,3,4,4,4
Fall,2016,MARK KAMLET,SDS,88220,POLICY ANALYSIS I,A,Lect,40,77,52%,6.35,3.6,3.8,3.72,3.22,3.85,3.5,4.28,3.27,3.3
Spring,2016,CHRISTINA FONG,SDS,88221,POLICY ANALYSIS II,A,Lect,18,38,47%,6.33,4.72,4.78,4.67,4.56,4.5,4.61,4.78,4.61,4.56
Spring,2016,RUSSELL GOLMAN,SDS,88223,DEC AN DEC SUP SYST,A,Lect,53,94,56%,9.87,3.91,3.87,3.83,3.51,3.79,3.68,4.32,3.6,3.72
Spring,2016,JOHN GASPER,SDS,88223,DEC AN DEC SUP SYST,W,Lect,6,7,86%,12,4.67,4.5,4.67,4.67,4.83,4.83,5,4.83,4.83
Fall,2016,STEPHEN BROOMELL,SDS,88251,EMPIRICAL RSRCH MTHD,A,Lect,29,70,41%,6.86,4.55,4.59,4.59,4.21,4.57,4.48,4.76,4.52,4.31
Spring,2016,SAURABH BHARGAVA,SDS,88252,CAUSAL INFERENCE,A,Lect,13,25,52%,7.54,3.92,4.08,3.77,4.15,4.31,3.69,4.42,3.69,3.77
Fall,2016,RUSSELL GOLMAN,SDS,88255,BEHAVRAL GAME THEORY,A,Lect,13,19,68%,8.23,4.46,4.31,4.31,4.23,4.38,4.38,4.62,4.23,4.54
Spring,2016,ADRIEN QUERBES,SDS,88260,ORGANIZATIONS,A,Lect,18,30,60%,7.5,3.83,3.61,3.5,3.39,3.33,3.33,4.22,3.28,3
Fall,2016,MARY JO MILLER,SDS,88281,TPCS LAW: 1ST AMEND,A,Lect,13,28,46%,5.46,4.62,4.23,4.38,4.46,4.62,4.62,4.69,4.46,4.46
Spring,2016,MARY JO MILLER,SDS,88284,TPCS LAW:BILL OF RIG,A,Lect,17,34,50%,6.76,4.88,4.94,4.94,5,5,4.94,4.88,4.94,4.88
Spring,2016,MICHAEL YU,SDS,88302,BEHAV DECSN MAKING,A,Lect,11,28,39%,6.2,4.64,4.55,4.55,4.45,4.64,4.64,4.64,4.55,4.36
Fall,2016,BARUCH FISCHHOFF,SDS,88302,BEHAV DECSN MAKING,A,Lect,22,31,71%,6.64,4.55,4.23,4.27,4.14,4.64,4.68,4.73,4.52,4.5
Spring,2016,SOHEIL HOOSHANGI,SDS,88315,ENTREPREN DECIS MAK,A,Lect,10,22,45%,8.11,3,2.7,2.8,2.4,3,2.88,3.22,2.75,3
Fall,2016,ROBERT KRAUT,SDS,88341,ORGNZTNL COMMUNICTN,A,Lect,3,4,75%,7,2,1.67,2.33,2.33,3.33,3,2.67,1.33,1.67
Fall,2016,DAVID HOUNSHELL,SDS,88345,PERSPEC INDUSTRL R&D,A,Lect,7,9,78%,9.71,4.86,4.86,5,4.71,4.43,4.71,5,4.86,4.43
Fall,2016,ALEX IMAS,SDS,88360,BEHAVIORAL ECONOMICS,A,Lect,9,20,45%,7,4.67,4.78,4.89,4.78,5,5,4.67,4.78,5
Fall,2016,GEORGE LOEWENSTEIN,SDS,88365,BEHVL ECONMCS PUB PL,A,Lect,8,17,47%,9.5,4.38,4.25,4.5,3.5,4.88,4.75,4.88,4.38,4.5
Spring,2016,SAURABH BHARGAVA,SDS,88367,BEHVL ECONMICS WILD,A,Lect,10,15,67%,6.2,4.3,4.5,4.5,4.1,4.6,4.4,4.7,4.3,4.6
Spring,2016,LINDA MOYA,SDS,88372,SOCIAL & EMOTNL BRN,A,Lect,11,18,61%,6.5,4.55,4.09,4.36,4,4.55,4.55,4.73,4.27,4.09
Spring,2016,CLEOTILDE GONZALEZ,SDS,88380,DYNAMIC DECISIONS,A,Lect,8,17,47%,8,4,3.88,3.88,3.63,4.25,3.25,4.63,3.38,3.25
Spring,2016,AFEWORKI PAULOS,SDS,88384,CONFLCT RES INTL REL,A,Lect,7,15,47%,4.14,3.57,3.14,3.57,2.57,4.29,3.57,4.29,3.57,3.71
Fall,2016,MICHAEL YU,SDS,88405,RISK PERCPTN COMMNCT,A,Lect,7,22,32%,8.86,4.71,4.57,4.43,4.71,4.86,4.71,5,4.57,4.71
Fall,2016,SILVIA SACCARDO,SDS,88406,BEHAV ECON IN ORGS,A,Lect,7,12,58%,6.71,4.71,4,4.43,4.57,4.71,4.57,4.57,4.43,4.43
Fall,2016,LEE BRANSTETTER,SDS,88411,RISE OF ASIAN ECON,A,Lect,5,12,42%,5,5,5,4.6,4.6,5,5,5,5,4.8
Fall,2016,SILVIA SACCARDO,SDS,88418,NEGOTIATION DOMESTIC,A,Lect,17,33,52%,5.53,4.82,4.88,4.82,4.71,4.94,4.88,4.76,4.82,4.82
Fall,2016,PAUL FISCHBECK,SDS,88444,PBLC POLCY & REGULTN,A,Lect,6,13,46%,5,3,1.83,1.83,2.5,3.33,2.67,3.67,3,2.33
Spring,2016,"JARAMILLO, P. (co-taught)",SDS,88451,PLCY ANALYS SENR PRJ,A,Lect,5,6,83%,8,3,2.4,2,2.4,2.8,2.2,3,3,2.2
Spring,2016,"MILLER, J. (co-taught)",SDS,88451,PLCY ANALYS SENR PRJ,A,Lect,5,6,83%,8,2.4,2.2,2.2,2.4,2.2,2.2,3,2.6,2.4
Fall,2016,"FISCHHOFF, B. (co-taught)",SDS,88452,POLCY ANALY SNR PRJ,A,Lect,1,3,33%,8,5,5,5,5,5,5,5,5,5
Fall,2016,"PEHA, J. (co-taught)",SDS,88452,POLCY ANALY SNR PRJ,A,Lect,1,3,33%,8,5,5,5,5,5,5,5,5,5
Fall,2016,"RUBIN, E. (co-taught)",SDS,88452,POLCY ANALY SNR PRJ,B,Lect,1,4,25%,11,5,5,5,5,5,5,5,5,5
Fall,2016,"MILLER, J. (co-taught)",SDS,88452,POLCY ANALY SNR PRJ,B,Lect,1,4,25%,11,5,5,5,5,5,5,5,5,5
Spring,2016,MICHAEL YU,SDS,88602,BEHVL DECS MKG,A,Lect,4,4,100%,10.25,4.75,4,4.5,4.75,4.5,4.5,4.75,4.75,4.75
Spring,2016,"ARGO, N. (co-taught)",SDS,88699,GRADUATE RESEARCH,A,Lect,4,7,57%,8,4.5,2.75,3.5,3.75,4.5,3.5,4.75,3.5,4
Spring,2016,"KRISHNAMURTI, T. (co-taught)",SDS,88699,GRADUATE RESEARCH,A,Lect,4,7,57%,9.5,4.5,3,3.5,3.5,4.5,4,4.5,4,4
Fall,2016,GEORGE LOEWENSTEIN,SDS,88702,BEHAVIORAL ECONOMICS,A,Lect,13,19,68%,11.5,4.77,4.31,4.38,4.08,4.85,4.69,4.69,4.69,4.62
Spring,2016,ALEX IMAS,SDS,88703,SM:HMN JUDGE DEC MKG,A,Lect,10,15,67%,12.2,4.5,4.4,4.4,3.5,4.6,4.6,4.6,4.5,4.4
Fall,2016,DAVID HOUNSHELL,SDS,88749,PERSPEC INDUSTRL R D,A,Lect,3,3,100%,10,5,4.67,5,5,5,5,5,5,5
Fall,2016,ROBIN MEJIA,STA,36146,FRESH SEM STATISTICS,A,Lect,11,14,79%,5,4,2.91,3,3.82,3.55,3.09,4.55,3.09,3
Spring,2016,PETER FREEMAN,STA,36147,FRESH SEM STATISTICS,A,Lect,7,16,44%,7.14,4.29,4.29,4.14,4.86,4.43,4.71,4.86,4.71,4.57
Spring,2016,SAMUEL VENTURA,STA,36148,FRESH SEM STATISTICS,A,Lect,7,17,41%,6.2,5,4.4,4.6,5,4.4,4.4,4.6,5,5
Spring,2016,PETER FREEMAN,STA,36198,RESCH TRAINING STATS,A,Lect,1,4,25%,8,4,4,5,5,5,5,5,4,4
Fall,2016,PETER FREEMAN,STA,36198,RESCH TRAINING STATS,A,Lect,2,3,67%,6.5,5,5,5,5,5,5,5,5,5
Spring,2016,GORDON WEINBERG,STA,36201,STATS REASON PRACTCE,1,Lect,63,132,48%,6.69,4.67,4.68,4.62,4.38,4.59,4.7,4.63,4.6,4.37
Fall,2016,GORDON WEINBERG,STA,36201,STATS REASON PRACTCE,1,Lect,106,227,47%,6.3,4.73,4.83,4.81,4.53,4.72,4.8,4.82,4.75,4.58
Summer,2016,GORDON WEINBERG,STA,36201,STATS REASON PRACTCE,E,Lect,8,15,53%,11.38,4.75,4.88,4.75,4.88,4.63,4.88,5,4.88,4.75
Summer,2016,GORDON WEINBERG,STA,36201,STATS REASON PRACTCE,S,Lect,4,6,67%,9.5,5,5,5,5,5,5,5,5,5
Summer,2016,GORDON WEINBERG,STA,36201,STATS REASON PRACTCE,U,Lect,5,7,71%,12.8,5,5,5,5,5,5,5,5,5
Spring,2016,AMAL HELU,STA,36201,STATS REASON PRACTCE,W,Lect,15,26,58%,11.57,4.53,4.8,4.73,4.33,4.4,4.8,3.47,4.4,4.2
Spring,2016,GORDON WEINBERG,STA,36202,STATISTICAL METHODS,1,Lect,122,259,47%,5.9,4.72,4.79,4.71,4.45,4.65,4.79,4.84,4.73,4.58
Fall,2016,GORDON WEINBERG,STA,36202,STATISTICAL METHODS,1,Lect,29,59,49%,6.59,4.66,4.72,4.72,4.24,4.48,4.76,4.75,4.69,4.59
Fall,2016,AMAL HELU,STA,36202,STATISTICAL METHODS,W,Lect,8,11,73%,6.5,4.38,4.63,4.63,4,4.5,4.63,3.5,4.38,4.25
Spring,2016,XIZHEN CAI,STA,36207,PROB & STAT BUS APPL,A,Lect,1,6,17%,5,4,4,4,4,4,4,4,3,4
Spring,2016,REBECCA LESSEM,STA,36208,REGRESSION ANALYSIS,1,Lect,2,3,67%,8,5,5,5,5,5,5,5,5,5
Fall,2016,ANTON BADEV,STA,36208,REGRESSION ANALYSIS,1,Lect,2,2,100%,6.5,4,2,3,2.5,4,3,4,2.5,3.5
Summer,2016,ERICA VANSANT,STA,36208,REGRESSION ANALYSIS,U,Lect,4,4,100%,4.25,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.5
Spring,2016,ROSS OCONNELL,STA,36217,PROB THEO RNDM PROC,A,Lect,99,196,51%,8.49,4.11,3.97,3.93,3.61,3.79,3.67,4.33,3.56,3.36
Fall,2016,ROSS OCONNELL,STA,36217,PROB THEO RNDM PROC,A,Lect,84,177,47%,8.6,3.69,3.81,3.76,3.35,3.52,3.44,3.85,3.18,3.15
Summer,2016,Sangwon HYUN,STA,36217,PROB THEO RNDM PROC,S,Lect,7,15,47%,12.86,4.86,4.57,4.57,4.86,4.71,4.29,4.86,4.14,4.43
Spring,2016,ZELEALEM YILMA,STA,36217,PROB THEO RNDM PROC,W,Lect,13,21,62%,10.08,4.15,4.46,4.15,3.69,3.85,4.23,4.77,4.23,3.92
Spring,2016,JING LEI,STA,36220,ENGR STAT QUAL CTRL,A,Lect,35,50,70%,6.37,3.31,3.51,3.4,3.26,3.37,3.34,3.94,3.06,2.97
Fall,2016,OLGA CHILINA,STA,36220,ENGR STAT QUAL CTRL,A,Lect,77,116,66%,6.52,3.63,3.61,3.47,3.31,3.26,3.17,4.18,3.17,3.05
Summer,2016,jiningq,STA,36220,ENGR STAT QUAL CTRL,S,Lect,2,3,67%,6.5,5,5,5,4.5,5,5,5,4.5,4.5
Fall,2016,PETER FREEMAN,STA,36225,INTRO PROBLTY THEORY,A,Lect,117,245,48%,8.3,4.34,4.58,4.55,4.3,4.33,4.45,4.73,4.4,4.32
Fall,2016,PETER FREEMAN,STA,36225,INTRO PROBLTY THEORY,B,Lect,21,48,44%,8.71,4.71,4.76,4.71,4.43,4.48,4.57,4.71,4.71,4.67
Summer,2016,Alex REINHART,STA,36225,INTRO PROBLTY THEORY,S,Lect,14,21,67%,11.57,5,5,4.64,4.86,4.86,4.86,5,4.71,4.57
Spring,2016,CHAD SCHAFER,STA,36226,INTRO STATCL INFRCE,A,Lect,92,213,43%,7.31,4.41,4.46,4.48,4.22,4.42,4.48,4.59,4.37,4.25
Summer,2016,PURVASHA CHAKRAVARTI,STA,36226,INTRO STATCL INFRCE,U,Lect,12,18,67%,11.08,4.5,4.33,4.42,4.5,4.42,4.58,4.58,4.42,4.42
Spring,2016,JING LEI,STA,36247,STATS FOR LAB SCIENC,A,Lect,12,15,80%,7.25,3.5,4.08,3.75,3.36,3.75,3.08,4.25,3,3.17
Spring,2016,JARED MURRAY,STA,36303,SAMPLING SURVEY SOC,A,Lect,20,63,32%,7.68,4.45,4.15,4.42,4.45,4.35,4.4,4.4,4.25,4
Fall,2016,OLGA CHILINA,STA,36309,EX DES BEHA SOC SCI,1,Lect,58,113,51%,6.45,3.64,3.6,3.5,3.1,3.45,3.21,4.41,3.03,2.95
Summer,2016,Amanda aluby,STA,36309,EX DES BEHA SOC SCI,U,Lect,5,6,83%,13.6,4.8,4.6,4.4,4.6,4.6,4,4.8,4.4,3.8
Spring,2016,SAMUEL VENTURA,STA,36315,STAT GRPHCS & VISUAL,1,Lect,51,107,48%,8.69,4.73,4.49,4.55,4.43,4.67,4.47,4.73,4.63,4.49
Fall,2016,SAMUEL VENTURA,STA,36315,STAT GRPHCS & VISUAL,1,Lect,29,65,45%,9.14,4.55,4.55,4.66,4.59,4.55,4.46,4.62,4.55,4.55
Spring,2016,ANN LEE,STA,36326,MATH STATS HONORS,A,Lect,13,23,57%,8.46,4.92,4.92,4.92,4.77,4.92,4.92,4.85,4.92,4.92
Fall,2016,RYAN TIBSHIRANI,STA,36350,STATISTICAL COMPUTNG,A,Lect,39,98,40%,9.87,3.95,4.13,4.13,3.87,4,3.92,4.05,3.77,3.92
Fall,2016,REBECCA NUGENT,STA,36401,MODERN REGRESSION,A,Lect,62,141,44%,10.66,4.66,4.6,4.51,4.1,4.66,4.79,4.61,4.56,4.35
Fall,2016,CHAD SCHAFER,STA,36401,MODERN REGRESSION,B,Lect,50,101,50%,7.52,4.62,4.68,4.7,4.58,4.72,4.74,4.7,4.62,4.56
Spring,2016,"SHALIZI, C. (co-taught)",STA,36402,ADV METHODS DATA ANL,A,Lect,79,133,59%,14.78,3.82,3.73,3.73,3.31,3.86,3.74,3.62,3.54,3.5
Spring,2016,"GSELL, M. (co-taught)",STA,36402,ADV METHODS DATA ANL,A,Lect,79,133,59%,14.68,4.32,4.14,4.2,4.08,4.07,4.14,4.49,4.19,4
Spring,2016,SIVARAMAN BALAKRISHNAN,STA,36410,INTRO PROB MODELING,A,Lect,44,61,72%,9.47,4.45,4.43,4.36,4.23,4.34,4.32,4.7,4.3,4.25
Fall,2016,BRIAN JUNKER,STA,36463,MLTLVL & HIERCHL MDL,A,Lect,3,16,19%,8,4.33,4,3.67,3,3.67,3.33,4.33,3.33,3.67
Spring,2016,XIZHEN CAI,STA,36464,SPC TP: APP MULTIVAR,A,Lect,19,48,40%,10.16,4.42,4.42,4.32,4.11,4.26,4.21,4.74,4.05,4.05
Spring,2016,MAX GSELL,STA,36490,UNDERGRAD RESEARCH,A,Lect,3,8,38%,6,5,5,5,5,5,5,5,4.67,4.67
Fall,2016,"SELTMAN, H. (co-taught)",STA,36601,PERSPTV DATA SCI I,A,Lect,16,25,64%,5.6,4.94,4.69,4.63,4.88,4.69,4.63,4.94,4.5,4.5
Fall,2016,"GREENHOUSE, J. (co-taught)",STA,36601,PERSPTV DATA SCI I,A,Lect,16,25,64%,6.8,5,5,5,5,5,5,5,5,5
Spring,2016,"SELTMAN, H. (co-taught)",STA,36602,PERSPV DATA SCI II,A,Lect,14,22,64%,8.43,4.86,4.71,4.71,4.57,4.71,4.64,4.86,4.5,4.5
Spring,2016,"GREENHOUSE, J. (co-taught)",STA,36602,PERSPV DATA SCI II,A,Lect,14,22,64%,7.14,4.86,4.71,4.79,4.79,4.86,4.86,4.86,4.93,4.57
Fall,2016,CHAD SCHAFER,STA,36607,MODERN REGRESSION,B,Lect,8,9,89%,9.88,4.75,4.75,5,5,5,4.88,4.75,4.88,4.88
Spring,2016,"SHALIZI, C. (co-taught)",STA,36608,ADV METHODS DATA ANL,A,Lect,9,11,82%,14.56,5,4.89,4.89,5,5,5,5,5,5
Spring,2016,"GSELL, M. (co-taught)",STA,36608,ADV METHODS DATA ANL,A,Lect,9,11,82%,13.75,4.67,4.67,4.44,4.33,4.38,4.22,4.89,4.33,4.67
Fall,2016,HOWARD SELTMAN,STA,36611,PROF SKILLS FOR STAT,A,Lect,16,25,64%,5.8,4.94,4.69,4.69,4.88,4.81,4.69,4.88,4.69,4.56
Fall,2016,JARED MURRAY,STA,36617,APPLID LINEAR MODELS,A,Lect,16,25,64%,8.8,4.69,4.88,4.88,4.31,4.75,4.81,4.63,4.73,4.63
Spring,2016,HOWARD SELTMAN,STA,36618,EXPRMTL DSGN TM SERI,A,Lect,16,23,70%,10.06,4.75,4.38,4.63,4.25,4.63,4.38,4.56,4.31,4.31
Fall,2016,"GENOVESE, C. (co-taught)",STA,36650,STAT COMPUTING,A,Lect,16,25,64%,9,4.88,4.94,4.63,4.5,4.69,4.31,4.94,4.56,4.56
Fall,2016,"REINHART, A. (co-taught)",STA,36650,STAT COMPUTING,A,Lect,16,25,64%,9,4.88,4.69,4.69,4.67,4.75,4.5,4.88,4.75,4.63
Fall,2016,BRIAN JUNKER,STA,36663,MLTLV & HEIACHL MDLS,A,Lect,20,29,69%,10.84,4.85,4.75,4.75,4.55,4.6,4.45,5,4.6,4.6
Spring,2016,XIZHEN CAI,STA,36664,SPC TP: APP MULTIVAR,A,Lect,18,22,82%,8.5,4.89,4.94,4.94,4.89,4.72,4.78,5,4.83,4.67
Fall,2016,SIVARAMAN BALAKRISHNAN,STA,36700,PROB & MATH STATS I,A,Lect,20,27,74%,10.75,4.7,4.65,4.6,4.45,4.75,4.75,4.85,4.65,4.6
Spring,2016,LARRY WASSERMAN,STA,36702,STATISTCL MACH LRNG,A,Lect,13,18,72%,12.17,4.92,4.92,5,4.85,5,5,5,5,4.92
